SEED T1,KADJ O T1,KADJ D T1,KADJ EM T1,BADJ O T1,BADJ D T1,BADJ EM T1,BARTHAG T1,WIN% T1,EXP T1,TALENT T1,ELITE SOS T1,SEED T2,KADJ O T2,KADJ D T2,KADJ EM T2,BADJ O T2,BADJ D T2,BADJ EM T2,BARTHAG T2,WIN% T2,EXP T2,TALENT T2,ELITE SOS T2,WINNER
5,113.242,94.7531,18.4885,111.9,93.1,18.8,0.892,76.47058824,0.878,81.592,26.527,12,115.289,102.04,13.2487,111.9,101.2,10.7,0.761,86.66666667,2.744,19.093,13.482,0
4,112.675,87.97,24.7052,111.1,86.2,24.9,0.949,69.6969697,1.911,60.04,28.429,13,112.243,104.042,8.20091,110.8,102.3,8.5,0.715,76.66666667,2.179,25.412,14.493,0
6,117.41,99.6115,17.7987,114.7,97.8,16.9,0.862,65.625,1.982,61.864,29.746,11,116.847,102.117,14.7305,114.9,100.4,14.5,0.825,65.625,1.89,60.631,29.545,0
3,112.516,94.2021,18.3143,110.3,93.1,17.2,0.875,71.875,2.51,48.155,30.879,14,105.36,99.6121,5.74793,104.1,97.0,7.1,0.693,71.875,2.337,12.887,13.113,0
7,113.4,96.6898,16.7099,111.6,95.0,16.6,0.864,61.29032258,2.001,70.568,34.618,10,113.122,97.4891,15.6327,110.8,96.4,14.4,0.832,68.75,1.669,71.583,27.758,0
2,119.308,97.4789,21.8296,119.0,96.0,23.0,0.922,82.35294118,1.289,59.052,30.614,15,109.778,104.357,5.42124,107.9,101.2,6.7,0.676,68.75,2.423,4.102,13.048,0
1,118.387,89.5678,28.8196,117.1,88.0,29.1,0.964,91.17647059,1.611,68.424,23.376,16,103.337,102.82,0.516867,101.1,101.1,0.0,0.5,62.5,2.025,3.153,10.838,0
8,120.475,104.873,15.6021,118.9,102.7,16.2,0.844,59.375,2.022,48.548,30.692,9,112.689,95.2408,17.4484,110.9,93.2,17.7,0.881,62.5,2.195,47.081,30.519,1
5,118.233,103.319,14.9148,117.3,101.4,15.9,0.842,78.125,2.099,44.964,23.676,12,109.84,97.3312,12.5086,107.9,96.1,11.8,0.791,78.78787879,2.268,12.076,12.124,0
4,114.651,97.2921,17.3586,112.5,95.8,16.7,0.864,66.66666667,1.806,83.728,33.014,13,108.347,96.4498,11.8972,106.1,95.1,11.0,0.779,81.25,2.393,0.364,14.799,0
6,109.884,91.5493,18.3345,108.2,90.0,18.2,0.893,59.375,2.387,35.584,37.116,11,115.103,103.837,11.2663,112.5,101.5,11.0,0.766,66.66666667,2.248,25.648,23.352,1
3,119.297,99.604,19.693,118.6,98.4,20.2,0.895,73.52941176,2.432,53.584,31.866,14,106.304,102.661,3.64263,105.0,100.5,4.5,0.623,74.19354839,2.375,21.424,14.413,0
7,114.483,96.1997,18.2834,113.2,94.8,18.4,0.885,73.52941176,2.182,48.574,27.473,10,116.826,101.79,15.0367,115.4,99.9,15.5,0.84,62.85714286,2.446,28.67,29.963,1
2,116.581,92.0106,24.5707,114.6,91.6,23.0,0.929,76.47058824,2.221,67.877,34.531,15,112.963,107.67,5.29267,111.7,105.8,5.9,0.651,75.75757576,2.225,0.2,8.434,0
1,114.61,91.4741,23.1356,112.9,91.5,21.4,0.918,79.41176471,1.524,69.643,38.229,16,103.701,106.914,-3.21361,100.9,105.7,-4.8,0.37,61.29032258,1.589,10.987,9.971,0
8,112.596,93.9677,18.6287,110.7,92.0,18.7,0.894,60.60606061,1.415,70.997,30.654,9,112.167,95.6864,16.4805,109.0,94.4,14.6,0.839,62.5,1.41,80.461,30.112,0
5,113.47,91.5736,21.896,111.7,89.1,22.6,0.931,78.125,1.904,32.764,22.971,12,107.195,94.0449,13.1498,104.2,93.1,11.1,0.785,79.41176471,1.702,48.265,15.572,0
4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,13,110.856,99.1448,11.7114,108.8,97.0,11.8,0.789,79.41176471,1.854,4.177,9.85,0
6,112.366,94.3027,18.0633,110.4,93.4,17.0,0.873,63.63636364,2.438,60.589,32.804,11,107.586,95.2101,12.3762,105.8,93.8,12.0,0.8,64.70588235,2.242,48.279,28.637,0
3,124.004,99.6937,24.3101,122.6,98.6,24.0,0.925,84.375,2.291,76.992,26.846,14,112.317,106.325,5.99141,109.8,104.5,5.3,0.639,65.625,2.289,20.262,14.646,0
7,108.511,93.6787,14.8321,106.6,91.7,14.9,0.85,65.625,2.315,46.694,28.65,10,110.969,93.8352,17.1342,108.2,92.9,15.3,0.852,71.875,2.119,17.176,24.425,0
2,114.875,87.2423,27.6323,113.2,87.4,25.8,0.951,85.29411765,1.868,83.585,28.811,15,104.141,102.635,1.50642,101.2,102.4,-1.2,0.466,78.125,2.721,10.661,10.618,0
1,116.097,88.5549,27.5425,115.4,88.3,27.1,0.956,85.29411765,1.13,66.119,33.7,8,114.136,95.7662,18.3703,111.5,95.0,16.5,0.863,63.63636364,2.471,44.421,29.227,0
5,111.929,91.6744,20.2549,111.3,90.1,21.2,0.919,81.25,2.718,37.236,25.602,13,114.2,105.775,8.42507,111.9,104.1,7.8,0.697,77.41935484,1.893,4.159,10.319,0
6,114.621,93.9665,20.6545,113.8,92.8,21.0,0.913,63.63636364,1.549,67.359,32.269,3,121.852,101.871,19.9811,120.9,99.5,21.4,0.904,68.75,1.843,57.276,36.633,0
7,119.289,105.37,13.9186,117.5,103.8,13.7,0.806,72.72727273,2.645,21.934,28.374,15,109.093,103.527,5.5658,107.6,101.6,6.0,0.659,70.37037037,1.801,0.2,11.173,1
16,106.175,118.425,-12.2499,104.6,117.0,-12.4,0.216,53.125,1.943,0.2,5.422,9,114.275,96.0455,18.2298,112.2,94.8,17.4,0.874,90.625,2.036,17.083,16.095,1
5,113.242,94.7531,18.4885,111.9,93.1,18.8,0.892,76.47058824,0.878,81.592,26.527,4,112.675,87.97,24.7052,111.1,86.2,24.9,0.949,69.6969697,1.911,60.04,28.429,1
6,117.41,99.6115,17.7987,114.7,97.8,16.9,0.862,65.625,1.982,61.864,29.746,3,112.516,94.2021,18.3143,110.3,93.1,17.2,0.875,71.875,2.51,48.155,30.879,1
7,113.4,96.6898,16.7099,111.6,95.0,16.6,0.864,61.29032258,2.001,70.568,34.618,2,119.308,97.4789,21.8296,119.0,96.0,23.0,0.922,82.35294118,1.289,59.052,30.614,0
1,118.387,89.5678,28.8196,117.1,88.0,29.1,0.964,91.17647059,1.611,68.424,23.376,9,112.689,95.2408,17.4484,110.9,93.2,17.7,0.881,62.5,2.195,47.081,30.519,0
5,118.233,103.319,14.9148,117.3,101.4,15.9,0.842,78.125,2.099,44.964,23.676,4,114.651,97.2921,17.3586,112.5,95.8,16.7,0.864,66.66666667,1.806,83.728,33.014,0
11,115.103,103.837,11.2663,112.5,101.5,11.0,0.766,66.66666667,2.248,25.648,23.352,3,119.297,99.604,19.693,118.6,98.4,20.2,0.895,73.52941176,2.432,53.584,31.866,1
10,116.826,101.79,15.0367,115.4,99.9,15.5,0.84,62.85714286,2.446,28.67,29.963,2,116.581,92.0106,24.5707,114.6,91.6,23.0,0.929,76.47058824,2.221,67.877,34.531,1
1,114.61,91.4741,23.1356,112.9,91.5,21.4,0.918,79.41176471,1.524,69.643,38.229,8,112.596,93.9677,18.6287,110.7,92.0,18.7,0.894,60.60606061,1.415,70.997,30.654,1
5,113.47,91.5736,21.896,111.7,89.1,22.6,0.931,78.125,1.904,32.764,22.971,4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,1
6,112.366,94.3027,18.0633,110.4,93.4,17.0,0.873,63.63636364,2.438,60.589,32.804,3,124.004,99.6937,24.3101,122.6,98.6,24.0,0.925,84.375,2.291,76.992,26.846,1
7,108.511,93.6787,14.8321,106.6,91.7,14.9,0.85,65.625,2.315,46.694,28.65,2,114.875,87.2423,27.6323,113.2,87.4,25.8,0.951,85.29411765,1.868,83.585,28.811,1
1,116.097,88.5549,27.5425,115.4,88.3,27.1,0.956,85.29411765,1.13,66.119,33.7,5,111.929,91.6744,20.2549,111.3,90.1,21.2,0.919,81.25,2.718,37.236,25.602,1
6,114.621,93.9665,20.6545,113.8,92.8,21.0,0.913,63.63636364,1.549,67.359,32.269,15,109.093,103.527,5.5658,107.6,101.6,6.0,0.659,70.37037037,1.801,0.2,11.173,0
9,114.275,96.0455,18.2298,112.2,94.8,17.4,0.874,90.625,2.036,17.083,16.095,4,112.675,87.97,24.7052,111.1,86.2,24.9,0.949,69.6969697,1.911,60.04,28.429,0
3,112.516,94.2021,18.3143,110.3,93.1,17.2,0.875,71.875,2.51,48.155,30.879,7,113.4,96.6898,16.7099,111.6,95.0,16.6,0.864,61.29032258,2.001,70.568,34.618,0
1,118.387,89.5678,28.8196,117.1,88.0,29.1,0.964,91.17647059,1.611,68.424,23.376,5,118.233,103.319,14.9148,117.3,101.4,15.9,0.842,78.125,2.099,44.964,23.676,1
3,119.297,99.604,19.693,118.6,98.4,20.2,0.895,73.52941176,2.432,53.584,31.866,2,116.581,92.0106,24.5707,114.6,91.6,23.0,0.929,76.47058824,2.221,67.877,34.531,1
8,112.596,93.9677,18.6287,110.7,92.0,18.7,0.894,60.60606061,1.415,70.997,30.654,4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,1
3,124.004,99.6937,24.3101,122.6,98.6,24.0,0.925,84.375,2.291,76.992,26.846,2,114.875,87.2423,27.6323,113.2,87.4,25.8,0.951,85.29411765,1.868,83.585,28.811,0
5,111.929,91.6744,20.2549,111.3,90.1,21.2,0.919,81.25,2.718,37.236,25.602,6,114.621,93.9665,20.6545,113.8,92.8,21.0,0.913,63.63636364,1.549,67.359,32.269,0
9,114.275,96.0455,18.2298,112.2,94.8,17.4,0.874,90.625,2.036,17.083,16.095,3,112.516,94.2021,18.3143,110.3,93.1,17.2,0.875,71.875,2.51,48.155,30.879,0
5,118.233,103.319,14.9148,117.3,101.4,15.9,0.842,78.125,2.099,44.964,23.676,2,116.581,92.0106,24.5707,114.6,91.6,23.0,0.929,76.47058824,2.221,67.877,34.531,0
4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,3,124.004,99.6937,24.3101,122.6,98.6,24.0,0.925,84.375,2.291,76.992,26.846,0
5,111.929,91.6744,20.2549,111.3,90.1,21.2,0.919,81.25,2.718,37.236,25.602,9,114.275,96.0455,18.2298,112.2,94.8,17.4,0.874,90.625,2.036,17.083,16.095,0
5,118.233,103.319,14.9148,117.3,101.4,15.9,0.842,78.125,2.099,44.964,23.676,4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,1
5,111.929,91.6744,20.2549,111.3,90.1,21.2,0.919,81.25,2.718,37.236,25.602,4,119.437,94.0686,25.3686,118.9,92.5,26.4,0.947,75.75757576,1.724,62.486,29.244,1
1,121.805,88.836,32.9688,120.9,88.5,32.4,0.973,89.65517,1.559,86.976,24.951,16,101.532,99.6875,1.84485,100.8,99.4,1.4,0.54,60.0,2.162,28.01,12.187,0
8,108.443,92.0306,16.412,106.9,91.9,15.0,0.851,78.78788,2.402,32.117,21.555,9,110.368,94.1479,16.2198,110.4,93.2,17.2,0.875,67.74194,1.725,80.073,26.062,1
5,113.924,94.5963,19.3281,112.6,94.8,17.8,0.879,71.875,2.112,54.692,27.203,12,107.805,97.7021,10.1026,106.1,97.5,8.6,0.726,79.31034,2.364,16.577,14.913,1
4,111.072,92.0511,19.0214,109.4,92.0,17.4,0.88,75.75758,2.292,47.294,27.25,13,110.775,97.7084,13.0669,108.6,97.4,11.2,0.778,84.375,2.807,4.679,8.437,0
6,116.098,98.7358,17.3625,115.9,98.1,17.8,0.872,59.375,1.646,62.2,34.827,11,111.997,98.3632,13.6336,111.9,97.1,14.8,0.836,67.74194,2.393,72.248,27.584,1
3,109.701,85.0595,24.641,109.1,85.5,23.6,0.943,73.52941,2.456,22.03,35.796,14,104.531,100.723,3.80856,103.0,100.8,2.2,0.562,78.125,1.961,7.356,7.984,0
7,111.275,96.4032,14.8717,110.9,95.5,15.4,0.848,64.70588,1.746,75.799,32.331,10,116.781,101.978,14.8028,115.7,101.5,14.2,0.818,81.25,2.001,36.235,16.861,0
2,119.363,95.6508,23.7124,120.4,94.4,26.0,0.943,82.35294,0.988,91.521,28.364,15,104.656,102.553,2.10306,102.0,103.2,-1.2,0.466,65.51724,2.33,12.413,10.89,0
1,117.874,91.5538,26.3204,117.5,90.7,26.8,0.952,81.25,1.781,55.889,35.472,16,102.43,102.285,0.14543,99.9,102.1,-2.2,0.438,77.77778,2.43,7.809,6.905,0
8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,9,109.787,95.785,14.0024,107.9,95.3,12.6,0.807,61.29032,1.239,58.313,29.119,0
5,109.764,89.9554,19.8082,107.8,90.1,17.7,0.887,77.41935,2.27,32.634,25.887,12,107.558,92.6213,14.9367,108.0,90.5,17.5,0.884,60.60606,2.053,72.37,29.313,0
4,116.076,91.2287,24.8472,115.1,91.6,23.5,0.933,78.125,2.209,79.66,27.038,13,106.151,102.661,3.48951,104.8,102.7,2.1,0.558,70.96774,1.974,14.226,9.639,0
6,111.812,91.4059,20.4063,111.6,90.5,21.1,0.918,65.625,2.664,78.557,35.097,11,114.268,96.4045,17.8634,114.7,94.9,19.8,0.898,65.71429,2.136,20.673,28.436,0
3,121.268,98.9804,22.2872,122.6,97.5,25.1,0.933,79.41176,1.778,60.487,30.201,14,101.474,99.2392,2.23432,99.8,98.4,1.4,0.541,62.06897,1.898,9.416,14.651,0
7,111.518,95.1287,16.389,109.6,95.0,14.6,0.838,93.10345,2.121,18.119,12.852,10,110.756,92.3886,18.3679,109.4,92.2,17.2,0.877,71.875,2.568,3.516,24.113,0
2,120.191,93.5959,26.5948,119.1,93.9,25.2,0.939,78.78788,1.856,74.515,32.472,15,98.7512,94.4758,4.27548,97.6,94.1,3.5,0.604,62.06897,1.895,0.2,12.317,1
1,119.64,92.431,27.2089,118.0,92.4,25.6,0.943,91.17647,1.191,69.26,24.936,16,106.365,107.231,-0.86607,104.2,106.9,-2.7,0.427,60.60606,1.581,9.944,8.923,0
8,108.487,93.5199,14.967,106.8,93.3,13.5,0.826,66.66667,2.526,67.935,28.752,9,108.261,93.3525,14.909,107.4,92.9,14.5,0.841,62.5,1.734,65.515,36.146,1
5,117.348,90.8508,26.4976,117.1,88.9,28.2,0.96,85.29412,2.179,51.79,22.655,12,112.489,98.456,14.0333,111.1,98.1,13.0,0.807,78.125,2.645,28.246,14.007,0
4,113.725,94.138,19.5866,113.6,93.1,20.5,0.908,70.96774,2.241,54.781,30.786,13,110.028,98.756,11.2724,108.4,98.5,9.9,0.751,78.125,2.605,20.793,14.52,0
6,114.159,98.3029,15.8566,112.5,98.7,13.8,0.818,82.75862,2.004,19.502,22.01,11,114.207,98.5588,15.6481,113.9,96.7,17.2,0.868,54.83871,1.413,72.575,34.033,1
3,111.439,86.1987,25.2399,110.1,86.9,23.2,0.938,78.78788,1.362,69.805,34.071,14,106.108,103.624,2.48399,105.6,102.6,3.0,0.582,78.57143,2.05,4.353,8.664,0
7,116.627,100.804,15.8224,116.3,99.5,16.8,0.857,63.33333,1.936,66.738,29.666,10,110.891,93.196,17.6948,109.1,93.9,15.2,0.849,77.41935,2.525,5.155,19.04,0
2,117.95,93.8397,24.1107,117.1,93.0,24.1,0.934,78.78788,2.392,69.071,31.835,15,106.849,104.566,2.283,106.8,103.2,3.6,0.597,63.63636,2.079,13.46,12.584,0
1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,16,98.1424,99.4749,-1.33245,96.9,98.6,-1.7,0.45,60.0,2.813,16.145,11.938,0
8,104.106,85.9549,18.151,101.4,86.4,15.0,0.863,74.19355,2.481,31.863,23.962,9,105.588,92.1195,13.4685,104.2,92.3,11.9,0.801,66.66667,1.319,67.849,27.539,1
5,121.548,98.0208,23.5269,121.1,97.7,23.4,0.922,74.28571,1.681,43.723,28.129,12,109.146,99.3205,9.82501,107.7,99.4,8.3,0.716,65.71429,2.623,15.581,19.541,1
4,111.929,98.0491,13.8797,111.6,96.9,14.7,0.835,83.33333,2.733,42.028,25.783,13,116.763,105.32,11.4429,115.0,104.0,11.0,0.761,87.5,2.058,0.603,11.018,0
6,107.64,88.5581,19.0816,105.8,88.1,17.7,0.891,66.66667,1.196,72.652,30.073,11,104.382,90.4362,13.9459,103.1,88.7,14.4,0.849,62.5,2.195,47.374,36.278,1
3,110.398,94.8142,15.5839,110.1,93.8,16.3,0.863,77.41935,1.462,62.378,31.803,14,108.276,104.059,4.21729,106.4,103.6,2.8,0.576,66.66667,2.413,0.2,9.704,0
7,110.473,96.0232,14.4494,109.3,96.0,13.3,0.816,78.78788,2.119,59.267,24.007,10,114.756,102.136,12.6207,114.3,100.6,13.7,0.813,69.69697,2.424,65.462,27.253,1
2,113.602,89.1491,24.453,112.7,89.6,23.1,0.933,84.375,1.348,61.608,27.557,15,105.325,103.083,2.24147,104.0,101.7,2.3,0.564,65.51724,2.546,6.265,10.698,0
1,121.805,88.836,32.9688,120.9,88.5,32.4,0.973,89.65517,1.559,86.976,24.951,9,110.368,94.1479,16.2198,110.4,93.2,17.2,0.875,67.74194,1.725,80.073,26.062,0
12,107.805,97.7021,10.1026,106.1,97.5,8.6,0.726,79.31034,2.364,16.577,14.913,4,111.072,92.0511,19.0214,109.4,92.0,17.4,0.88,75.75758,2.292,47.294,27.25,1
11,111.997,98.3632,13.6336,111.9,97.1,14.8,0.836,67.74194,2.393,72.248,27.584,3,109.701,85.0595,24.641,109.1,85.5,23.6,0.943,73.52941,2.456,22.03,35.796,1
7,111.275,96.4032,14.8717,110.9,95.5,15.4,0.848,64.70588,1.746,75.799,32.331,2,119.363,95.6508,23.7124,120.4,94.4,26.0,0.943,82.35294,0.988,91.521,28.364,1
1,117.874,91.5538,26.3204,117.5,90.7,26.8,0.952,81.25,1.781,55.889,35.472,8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,1
5,109.764,89.9554,19.8082,107.8,90.1,17.7,0.887,77.41935,2.27,32.634,25.887,4,116.076,91.2287,24.8472,115.1,91.6,23.5,0.933,78.125,2.209,79.66,27.038,1
6,111.812,91.4059,20.4063,111.6,90.5,21.1,0.918,65.625,2.664,78.557,35.097,3,121.268,98.9804,22.2872,122.6,97.5,25.1,0.933,79.41176,1.778,60.487,30.201,1
7,111.518,95.1287,16.389,109.6,95.0,14.6,0.838,93.10345,2.121,18.119,12.852,15,98.7512,94.4758,4.27548,97.6,94.1,3.5,0.604,62.06897,1.895,0.2,12.317,1
1,119.64,92.431,27.2089,118.0,92.4,25.6,0.943,91.17647,1.191,69.26,24.936,9,108.261,93.3525,14.909,107.4,92.9,14.5,0.841,62.5,1.734,65.515,36.146,0
5,117.348,90.8508,26.4976,117.1,88.9,28.2,0.96,85.29412,2.179,51.79,22.655,4,113.725,94.138,19.5866,113.6,93.1,20.5,0.908,70.96774,2.241,54.781,30.786,0
11,114.207,98.5588,15.6481,113.9,96.7,17.2,0.868,54.83871,1.413,72.575,34.033,3,111.439,86.1987,25.2399,110.1,86.9,23.2,0.938,78.78788,1.362,69.805,34.071,0
7,116.627,100.804,15.8224,116.3,99.5,16.8,0.857,63.33333,1.936,66.738,29.666,2,117.95,93.8397,24.1107,117.1,93.0,24.1,0.934,78.78788,2.392,69.071,31.835,1
1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,9,105.588,92.1195,13.4685,104.2,92.3,11.9,0.801,66.66667,1.319,67.849,27.539,0
12,109.146,99.3205,9.82501,107.7,99.4,8.3,0.716,65.71429,2.623,15.581,19.541,4,111.929,98.0491,13.8797,111.6,96.9,14.7,0.835,83.33333,2.733,42.028,25.783,1
11,104.382,90.4362,13.9459,103.1,88.7,14.4,0.849,62.5,2.195,47.374,36.278,3,110.398,94.8142,15.5839,110.1,93.8,16.3,0.863,77.41935,1.462,62.378,31.803,0
10,114.756,102.136,12.6207,114.3,100.6,13.7,0.813,69.69697,2.424,65.462,27.253,2,113.602,89.1491,24.453,112.7,89.6,23.1,0.933,84.375,1.348,61.608,27.557,0
1,121.805,88.836,32.9688,120.9,88.5,32.4,0.973,89.65517,1.559,86.976,24.951,4,111.072,92.0511,19.0214,109.4,92.0,17.4,0.88,75.75758,2.292,47.294,27.25,1
3,109.701,85.0595,24.641,109.1,85.5,23.6,0.943,73.52941,2.456,22.03,35.796,2,119.363,95.6508,23.7124,120.4,94.4,26.0,0.943,82.35294,0.988,91.521,28.364,1
8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,4,116.076,91.2287,24.8472,115.1,91.6,23.5,0.933,78.125,2.209,79.66,27.038,0
3,121.268,98.9804,22.2872,122.6,97.5,25.1,0.933,79.41176,1.778,60.487,30.201,15,98.7512,94.4758,4.27548,97.6,94.1,3.5,0.604,62.06897,1.895,0.2,12.317,1
1,119.64,92.431,27.2089,118.0,92.4,25.6,0.943,91.17647,1.191,69.26,24.936,5,117.348,90.8508,26.4976,117.1,88.9,28.2,0.96,85.29412,2.179,51.79,22.655,1
11,114.207,98.5588,15.6481,113.9,96.7,17.2,0.868,54.83871,1.413,72.575,34.033,2,117.95,93.8397,24.1107,117.1,93.0,24.1,0.934,78.78788,2.392,69.071,31.835,1
1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,4,111.929,98.0491,13.8797,111.6,96.9,14.7,0.835,83.33333,2.733,42.028,25.783,0
11,104.382,90.4362,13.9459,103.1,88.7,14.4,0.849,62.5,2.195,47.374,36.278,10,114.756,102.136,12.6207,114.3,100.6,13.7,0.813,69.69697,2.424,65.462,27.253,1
4,111.072,92.0511,19.0214,109.4,92.0,17.4,0.88,75.75758,2.292,47.294,27.25,2,119.363,95.6508,23.7124,120.4,94.4,26.0,0.943,82.35294,0.988,91.521,28.364,1
8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,15,98.7512,94.4758,4.27548,97.6,94.1,3.5,0.604,62.06897,1.895,0.2,12.317,0
5,117.348,90.8508,26.4976,117.1,88.9,28.2,0.96,85.29412,2.179,51.79,22.655,2,117.95,93.8397,24.1107,117.1,93.0,24.1,0.934,78.78788,2.392,69.071,31.835,1
1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,10,114.756,102.136,12.6207,114.3,100.6,13.7,0.813,69.69697,2.424,65.462,27.253,0
2,119.363,95.6508,23.7124,120.4,94.4,26.0,0.943,82.35294,0.988,91.521,28.364,8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,1
2,117.95,93.8397,24.1107,117.1,93.0,24.1,0.934,78.78788,2.392,69.071,31.835,1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,1
8,113.057,97.0108,16.0459,112.8,95.9,16.9,0.866,72.72727,1.742,87.453,29.665,1,119.389,93.8965,25.492,120.2,92.9,27.3,0.951,82.35294,2.082,77.998,36.398,1
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,16,100.613,104.355,-3.74215,99.0,103.9,-4.9,0.365,66.66667,2.363,0.2,6.134,0
8,111.427,94.7836,16.6439,111.1,94.6,16.5,0.864,60.0,2.102,32.322,32.105,9,110.248,95.0983,15.15,110.7,94.3,16.4,0.863,64.0,2.462,50.387,33.332,0
5,114.87,93.5652,21.3051,114.2,94.1,20.1,0.903,71.42857,2.215,57.988,30.082,12,109.242,97.0104,12.2317,108.1,96.2,11.9,0.793,83.33333,2.321,53.867,11.813,0
4,115.637,92.9824,22.6542,114.8,93.9,20.9,0.91,75.0,1.879,55.537,30.502,13,113.002,101.888,11.1142,111.8,101.0,10.8,0.763,68.18182,1.43,6.606,16.438,1
6,112.883,90.6583,22.2245,113.3,90.2,23.1,0.932,75.86207,1.679,47.985,32.675,11,113.949,99.3062,14.6425,112.2,100.2,12.0,0.786,85.18519,1.958,0.2,15.072,0
3,109.615,88.5839,21.0313,108.7,90.2,18.5,0.895,70.37037,1.46,80.676,36.237,14,107.67,101.018,6.65145,107.9,99.7,8.2,0.713,68.18182,1.614,0.2,13.059,0
2,123.496,94.5925,28.9031,123.7,96.5,27.2,0.946,72.41379,1.656,61.215,36.806,15,103.554,96.5771,6.97644,103.6,95.6,8.0,0.716,70.0,2.131,14.562,10.505,0
1,119.434,88.6425,30.7915,117.7,90.8,26.9,0.952,83.33333,2.078,66.856,35.087,16,98.9834,105.038,-6.05453,97.9,103.2,-5.3,0.353,65.21739,2.509,13.802,12.242,0
8,119.771,100.181,19.5899,119.0,99.8,19.2,0.883,66.66667,1.064,83.74,31.962,9,111.309,90.4885,20.8204,110.1,91.9,18.2,0.889,80.0,1.928,0.359,21.02,0
5,114.417,92.7358,21.6816,115.4,91.7,23.7,0.934,73.33333,2.245,48.237,32.71,12,107.693,93.636,14.0569,107.2,93.7,13.5,0.825,52.0,2.018,40.505,32.752,0
4,116.442,94.3726,22.0698,117.2,93.7,23.5,0.929,72.72727,1.949,53.523,27.679,13,104.118,95.9651,8.15332,101.6,97.4,4.2,0.619,72.41379,1.735,14.285,10.509,0
6,113.107,92.1612,20.9462,111.5,92.6,18.9,0.894,76.0,1.984,39.722,29.972,11,113.403,97.4859,15.9175,114.2,96.2,18.0,0.878,65.38462,1.376,82.595,34.379,1
3,113.848,93.2661,20.5822,113.6,92.7,20.9,0.912,73.07692,2.109,88.6,32.75,14,103.047,92.9196,10.1273,101.1,92.5,8.6,0.735,82.6087,2.228,0.2,9.607,1
7,113.581,91.6796,21.9011,113.9,92.3,21.6,0.918,68.18182,1.785,52.299,31.015,10,110.916,92.1984,18.7175,110.0,94.2,15.8,0.856,53.57143,1.869,67.127,36.317,1
2,111.722,86.734,24.9876,110.7,88.6,22.1,0.928,80.0,1.841,70.27,31.992,15,100.371,101.407,-1.03598,100.7,98.8,1.9,0.555,70.58824,1.731,9.632,7.27,0
1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,16,97.4886,100.22,-2.73095,96.7,99.2,-2.5,0.427,65.21739,1.927,12.091,10.041,0
8,110.111,90.0231,20.0876,107.9,91.9,16.0,0.864,64.28571,1.02,85.053,34.274,9,112.522,89.8672,22.6545,111.4,90.3,21.1,0.918,58.62069,2.316,55.41,37.996,1
5,118.602,95.984,22.6184,118.5,97.2,21.3,0.907,72.72727,1.829,73.753,30.52,12,105.093,96.1535,8.93908,104.8,96.1,8.7,0.73,95.83333,1.933,6.77,5.045,0
4,113.612,91.3407,22.2716,111.5,93.0,18.5,0.89,66.66667,1.041,60.403,36.431,13,105.362,93.6646,11.6975,103.8,94.0,9.8,0.758,64.0,2.415,2.103,19.471,1
6,112.362,91.4155,20.9465,111.5,91.3,20.2,0.909,62.96296,1.42,53.387,32.227,11,105.729,89.2192,16.51,104.4,89.0,15.4,0.862,70.37037,1.486,17.726,17.758,0
3,111.502,89.9724,21.5292,110.1,91.3,18.8,0.896,78.57143,1.545,55.045,28.411,14,110.89,100.668,10.2223,112.4,98.0,14.4,0.829,93.33333,1.82,0.2,5.698,0
7,110.975,93.4227,17.5522,110.4,93.4,17.0,0.873,60.86957,1.529,60.198,34.098,10,110.048,94.8276,15.2207,108.7,94.5,14.2,0.833,71.42857,1.562,28.989,23.498,0
